IlmnID,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build
cg03764092,7,139690853,+,TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1,GRCh37
cg03764259,7,127176905,-,,GRCh37
cg03765041,7,158620335,-,ESYT2,GRCh37
cg03767300,7,67975977,+,,GRCh37
cg03767357,7,130353742,+,COPG2;TSGA13,GRCh37
cg03767515,7,27223219,+,HOXA11,GRCh37
cg03768517,7,7607013,+,MIOS,GRCh37
cg03769908,7,79631950,-,,GRCh37
cg03770210,7,12250668,+,TMEM106B;TMEM106B,GRCh37
cg03770962,7,148477754,+,CUL1,GRCh37
cg03771436,7,81977646,-,CACNA2D1,GRCh37
cg03771448,7,128431278,-,CCDC136,GRCh37
cg03771981,7,141501499,-,,GRCh37
cg03772064,7,3258347,-,,GRCh37
cg03772108,7,116889900,-,,GRCh37
cg03772432,7,12250857,+,TMEM106B;TMEM106B;TMEM106B;TMEM106B,GRCh37
cg03773862,7,37123550,+,ELMO1,GRCh37
cg03774463,7,96636616,-,DLX6AS;DLX6,GRCh37
cg03775422,7,54610192,+,VSTM2A;VSTM2A,GRCh37
cg03775437,7,709960,+,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,GRCh37
cg03775459,7,105278448,-,ATXN7L1;ATXN7L1,GRCh37
cg03775632,7,134632344,-,CALD1;CALD1;CALD1;CALD1;CALD1,GRCh37
cg03776080,7,45961455,-,IGFBP3;IGFBP3,GRCh37
cg03777205,7,100182085,+,LRCH4,GRCh37
cg03777868,7,135195508,-,CNOT4;CNOT4,GRCh37
cg03778788,7,123672190,+,TMEM229A,GRCh37
cg03779078,7,45554419,-,,GRCh37
cg03779117,7,57271021,-,,GRCh37
cg03779213,7,106662131,+,,GRCh37
cg03779751,7,123388340,+,WASL,GRCh37
cg03781084,7,26191726,-,NFE2L3,GRCh37
cg03781266,7,43153023,-,HECW1,GRCh37
cg03781727,7,22007540,+,,GRCh37
cg03781731,7,73256416,-,WBSCR27,GRCh37
cg03782845,7,120964800,-,WNT16,GRCh37
cg03782966,7,104585482,+,,GRCh37
cg03783062,7,89874457,-,C7orf63;C7orf63,GRCh37
cg03784229,7,30175455,+,C7orf41,GRCh37
cg03784302,7,157916077,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03784375,7,157570978,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03784436,7,19145530,+,,GRCh37
cg03784882,7,2758244,+,,GRCh37
cg03785696,7,27224460,-,HOXA11AS;HOXA11,GRCh37
cg03786915,7,98555648,-,TRRAP,GRCh37
cg03787603,7,101768610,+,CUX1;CUX1;CUX1,GRCh37
cg03787711,7,2756395,-,,GRCh37
cg03788131,7,149412290,-,KRBA1;KRBA1,GRCh37
cg03788995,7,148334381,-,,GRCh37
cg03789645,7,148394842,-,CUL1,GRCh37
cg03790022,7,4797831,-,FOXK1,GRCh37
cg03790324,7,76143302,-,UPK3B;UPK3B,GRCh37
cg03790959,7,155867630,+,,GRCh37
cg03791074,7,1117852,-,C7orf50;C7orf50;C7orf50,GRCh37
cg03791159,7,155018144,-,,GRCh37
cg03792199,7,27702785,-,HIBADH,GRCh37
cg03792296,7,66205246,-,RABGEF1,GRCh37
cg03793066,7,113726854,-,,GRCh37
cg03794862,7,116960883,-,WNT2;WNT2,GRCh37
cg03797906,7,28994696,-,TRIL;TRIL,GRCh37
cg03799713,7,54764119,+,,GRCh37
cg03800012,7,35734842,+,HERPUD2,GRCh37
cg03800150,7,150216489,-,GIMAP7,GRCh37
cg03800178,7,109217284,+,,GRCh37
cg03800588,7,102313389,-,POLR2J2,GRCh37
cg03801183,7,150212873,+,GIMAP7,GRCh37
cg03801830,7,1748324,+,ELFN1,GRCh37
cg03802185,7,101927846,-,SH2B2,GRCh37
cg03803008,7,70055327,+,AUTS2;AUTS2,GRCh37
cg03806175,7,98577593,+,TRRAP,GRCh37
cg03806501,7,81130829,-,,GRCh37
cg03807842,7,967038,+,ADAP1,GRCh37
cg03808172,7,96339361,-,SHFM1,GRCh37
cg03808577,7,100219429,-,TFR2,GRCh37
cg03810608,7,155898188,+,,GRCh37
cg03810769,7,951881,+,ADAP1,GRCh37
cg03811533,7,100860907,-,PLOD3;PLOD3;ZNHIT1,GRCh37
cg03812172,7,44184403,+,GCK;GCK;GCK,GRCh37
cg03816029,7,93113314,-,MIR489;CALCR;MIR653;CALCR;CALCR,GRCh37
cg03817667,7,54609953,+,VSTM2A,GRCh37
cg03817675,7,139299053,-,HIPK2;HIPK2,GRCh37
cg03818034,7,99746088,+,C7orf59,GRCh37
cg03819320,7,823500,+,HEATR2,GRCh37
cg03820282,7,106809305,-,HBP1,GRCh37
cg03822873,7,128899554,+,AHCYL2;AHCYL2,GRCh37
cg03823084,7,1155542,+,C7orf50;C7orf50;C7orf50,GRCh37
cg03823904,7,80548456,+,SEMA3C;SEMA3C,GRCh37
cg03824562,7,6369837,-,C7orf70,GRCh37
cg03824884,7,157041214,+,UBE3C,GRCh37
cg03825764,7,75703703,-,,GRCh37
cg03826252,7,151095023,+,WDR86,GRCh37
cg03829739,7,56515510,+,LOC650226,GRCh37
cg03831405,7,155588795,-,,GRCh37
cg03833141,7,2946319,+,CARD11,GRCh37
cg03834767,7,90794392,+,CDK14,GRCh37
cg03834919,7,862427,-,UNC84A;UNC84A,GRCh37
cg03836171,7,1095465,+,C7orf50;C7orf50;C7orf50,GRCh37
cg03836195,7,157205668,-,DNAJB6,GRCh37
cg03836586,7,8477597,+,NXPH1,GRCh37
cg03836621,7,124503,-,,GRCh37
cg03836747,7,64696583,-,,GRCh37
cg03837935,7,75268426,+,HIP1,GRCh37
cg03838151,7,143038981,+,CLCN1,GRCh37
cg03839382,7,22540090,+,MGC87042;MGC87042,GRCh37
cg03840694,7,139991704,-,,GRCh37
cg03840849,7,20257420,+,MACC1,GRCh37
cg03841431,7,73535284,+,LIMK1,GRCh37
cg03841705,7,129844942,+,TMEM209,GRCh37
cg03842205,7,927934,+,C7orf20,GRCh37
cg03842617,7,150688556,+,NOS3,GRCh37
cg03842980,7,73035294,-,MLXIPL;MLXIPL;MLXIPL;MLXIPL,GRCh37
cg03843951,7,50629634,-,DDC;DDC,GRCh37
cg03844154,7,14031414,+,ETV1;ETV1,GRCh37
cg03845214,7,84815260,+,,GRCh37
cg03847432,7,43391524,+,HECW1,GRCh37
cg03849660,7,102098214,-,ALKBH4,GRCh37
cg03851515,7,19800822,-,TMEM196,GRCh37
cg03853208,7,25989763,+,MIR148A,GRCh37
cg03853620,7,95222092,-,PDK4,GRCh37
cg03853827,7,44789246,-,ZMIZ2,GRCh37
cg03854069,7,32841919,-,,GRCh37
cg03855592,7,113034122,+,,GRCh37
cg03856510,7,130563027,+,MIR29B1;MIR29A,GRCh37
cg03856969,7,98600799,-,TRRAP,GRCh37
cg03859561,7,32767555,-,LOC441208,GRCh37
cg03860311,7,44364211,-,CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B;CAMK2B,GRCh37
cg03860890,7,55086288,+,EGFR;EGFR;EGFR;EGFR,GRCh37
cg03862760,7,1609483,-,PSMG3;KIAA1908;KIAA1908;PSMG3;PSMG3;KIAA1908,GRCh37
cg03866003,7,48136352,-,UPP1;UPP1,GRCh37
cg03867429,7,57483183,+,,GRCh37
cg03868332,7,42006120,-,GLI3,GRCh37
cg03868881,7,97570449,+,,GRCh37
cg03869077,7,151478733,+,PRKAG2;PRKAG2,GRCh37
cg03870329,7,155085773,-,,GRCh37
cg03870497,7,26903972,+,SKAP2,GRCh37
cg03870746,7,1068244,+,C7orf50;C7orf50;C7orf50,GRCh37
cg03871124,7,1643681,-,,GRCh37
cg03873108,7,108167065,-,PNPLA8,GRCh37
cg03873153,7,64034943,-,,GRCh37
cg03873220,7,139760375,-,PARP12,GRCh37
cg03873694,7,43118627,+,,GRCh37
cg03876413,7,32338240,+,,GRCh37
cg03878515,7,1250896,+,,GRCh37
cg03878837,7,130352754,+,COPG2,GRCh37
cg03879613,7,142965938,-,GSTK1;GSTK1;GSTK1;GSTK1,GRCh37
cg03880407,7,158830106,-,VIPR2,GRCh37
cg03880458,7,100306854,+,,GRCh37
cg03880785,7,129983413,-,CPA5;CPA5;CPA5,GRCh37
cg03880987,7,6206204,-,CYTH3,GRCh37
cg03881524,7,47165287,+,,GRCh37
cg03882445,7,73414616,-,,GRCh37
cg03885022,7,92158293,+,C7orf64;PEX1,GRCh37
cg03885264,7,73275316,+,WBSCR28,GRCh37
cg03886242,7,26192032,-,NFE2L3;NFE2L3,GRCh37
cg03887471,7,77168021,-,PTPN12;PTPN12;PTPN12,GRCh37
cg03888078,7,764353,-,PRKAR1B;PRKAR1B;PRKAR1B,GRCh37
cg03888764,7,57207547,-,ZNF479;ZNF479,GRCh37
cg03889810,7,97884367,-,,GRCh37
cg03890634,7,47584779,+,,GRCh37
cg03891652,7,105223624,-,,GRCh37
cg03892601,7,148036314,-,CNTNAP2,GRCh37
cg03892815,7,138708877,-,,GRCh37
cg03893180,7,33148942,+,RP9,GRCh37
cg03893271,7,70597458,+,WBSCR17,GRCh37
cg03894119,7,57247873,-,LOC642006,GRCh37
cg03894450,7,72970595,+,BCL7B,GRCh37
cg03894891,7,1308483,-,,GRCh37
cg03894892,7,153445197,+,,GRCh37
cg03895037,7,66385256,-,C7orf42,GRCh37
cg03895289,7,32767400,+,LOC441208,GRCh37
cg03895435,7,2958317,-,CARD11,GRCh37
cg03895496,7,92398176,-,CDK6;CDK6,GRCh37
cg03896273,7,129269304,-,NRF1;NRF1,GRCh37
cg03896432,7,56184866,-,LOC389493,GRCh37
cg03896685,7,65512561,-,,GRCh37
cg03897241,7,1808115,-,,GRCh37
cg03897712,7,73442370,-,ELN;ELN;ELN;ELN;ELN,GRCh37
cg03898562,7,151047520,-,NUB1,GRCh37
cg03899215,7,157996423,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03899827,7,158905377,+,VIPR2,GRCh37
cg03900028,7,64451426,+,ZNF117,GRCh37
cg03900085,7,99847222,-,GATS;GATS;GATS;GATS,GRCh37
cg03900492,7,157345659,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03904586,7,559740,+,PDGFA;PDGFA,GRCh37
cg03905179,7,1582588,+,TMEM184A;MAFK,GRCh37
cg03906016,7,104444687,-,LHFPL3,GRCh37
cg03906075,7,22894898,+,SNORD93,GRCh37
cg03906434,7,27231819,-,,GRCh37
cg03906697,7,5395900,-,TNRC18,GRCh37
cg03907371,7,4726408,+,FOXK1,GRCh37
cg03907570,7,731254,+,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,GRCh37
cg03910901,7,99686330,-,COPS6,GRCh37
cg03913792,7,92466078,-,CDK6,GRCh37
cg03913921,7,120496827,-,TSPAN12,GRCh37
cg03914237,7,11558886,-,THSD7A,GRCh37
cg03914452,7,155464145,+,RBM33,GRCh37
cg03914645,7,138125757,+,,GRCh37
cg03914707,7,14031116,-,ETV1;ETV1;ETV1;ETV1,GRCh37
cg03914913,7,130419754,-,KLF14,GRCh37
cg03915174,7,98551080,+,TRRAP,GRCh37
cg03916382,7,157935049,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03916490,7,1080558,+,C7orf50;C7orf50;C7orf50,GRCh37
cg03919453,7,150820344,+,AGAP3;AGAP3,GRCh37
cg03920152,7,63358554,-,,GRCh37
cg03920450,7,23454734,+,IGF2BP3,GRCh37
cg03920522,7,94047477,-,COL1A2,GRCh37
cg03921396,7,64467049,+,,GRCh37
cg03922095,7,1525238,+,INTS1,GRCh37
cg03923535,7,1197113,-,ZFAND2A,GRCh37
cg03930004,7,150778791,-,FASTK;TMUB1;TMUB1;FASTK,GRCh37
cg03930209,7,156735466,-,,GRCh37
cg03930577,7,76749431,-,,GRCh37
cg03930970,7,6618160,-,ZDHHC4;ZDHHC4;ZDHHC4;ZDHHC4,GRCh37
cg03931927,7,65215969,-,CCT6P1,GRCh37
cg03932308,7,14029015,+,ETV1;ETV1;ETV1;ETV1,GRCh37
cg03932904,7,4707887,-,,GRCh37
cg03934572,7,93633877,-,BET1,GRCh37
cg03935444,7,2754314,-,AMZ1,GRCh37
cg03935544,7,42951740,+,C7orf25;C7orf25,GRCh37
cg03936250,7,156686178,+,LMBR1,GRCh37
cg03937368,7,157203490,+,DNAJB6,GRCh37
cg03937717,7,35944902,+,SEPT7;SEPT7,GRCh37
cg03938320,7,73153632,-,ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11;ABHD11,GRCh37
cg03941709,7,87505496,+,SLC25A40;SLC25A40;DBF4,GRCh37
cg03942871,7,102574105,+,LRRC17;FBXL13;LRRC17;FBXL13,GRCh37
cg03943446,7,2007860,+,MAD1L1;MAD1L1;MAD1L1,GRCh37
cg03943571,7,24612635,-,MPP6,GRCh37
cg03945777,7,157514049,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03945948,7,148800605,+,ZNF425,GRCh37
cg03947384,7,17691191,-,,GRCh37
cg03947651,7,143058144,-,FAM131B;FAM131B,GRCh37
cg03948025,7,148892859,-,ZNF282,GRCh37
cg03948437,7,45144871,+,TBRG4;SNORA5C;SNORA5A;TBRG4;TBRG4,GRCh37
cg03948452,7,105752987,-,SYPL1;SYPL1;SYPL1,GRCh37
cg03949755,7,26437999,+,,GRCh37
cg03950253,7,134345856,-,BPGM;BPGM,GRCh37
cg03951180,7,72742151,+,TRIM50;FKBP6;FKBP6,GRCh37
cg03951488,7,129691356,+,ZC3HC1,GRCh37
cg03952885,7,115435996,-,,GRCh37
cg03953088,7,99392865,-,,GRCh37
cg03953232,7,25215764,+,C7orf31,GRCh37
cg03953513,7,96287204,-,,GRCh37
cg03955175,7,128095977,+,C7orf68;C7orf68;C7orf68,GRCh37
cg03958363,7,1587692,+,TMEM184A,GRCh37
cg03958512,7,47443041,+,TNS3,GRCh37
cg03959891,7,99933717,-,PILRB;PMS2L1;PILRB,GRCh37
cg03960595,7,157959553,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03961401,7,2768911,+,GNA12,GRCh37
cg03961952,7,151109862,+,,GRCh37
cg03962173,7,101930855,-,SH2B2,GRCh37
cg03962217,7,154796431,+,LOC202781,GRCh37
cg03962421,7,156943850,+,UBE3C,GRCh37
cg03962821,7,1315051,-,,GRCh37
cg03962846,7,39053253,+,POU6F2;POU6F2,GRCh37
cg03963552,7,150102761,-,LOC728743,GRCh37
cg03963784,7,144114242,-,,GRCh37
cg03964111,7,150498493,+,TMEM176B;TMEM176B;TMEM176B;TMEM176B;TMEM176A,GRCh37
cg03965333,7,50197348,+,C7orf72,GRCh37
cg03965665,7,56549234,-,,GRCh37
cg03965962,7,138482402,+,TMEM213;ATP6V0A4;ATP6V0A4,GRCh37
cg03966010,7,157402413,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03966685,7,1024022,+,CYP2W1,GRCh37
cg03969997,7,73256865,+,WBSCR27,GRCh37
cg03970319,7,1274752,-,UNCX,GRCh37
cg03973191,7,86572478,-,KIAA1324L;KIAA1324L;KIAA1324L,GRCh37
cg03973379,7,92672484,-,,GRCh37
cg03973420,7,156025802,-,,GRCh37
cg03975188,7,148131599,+,,GRCh37
cg03975690,7,87848292,-,SRI;SRI,GRCh37
cg03976326,7,4231054,-,SDK1;SDK1,GRCh37
cg03976645,7,16724981,-,BZW2;BZW2;BZW2,GRCh37
cg03976877,7,158937610,+,VIPR2;VIPR2,GRCh37
cg03977081,7,73097805,-,WBSCR22;DNAJC30,GRCh37
cg03978192,7,151125095,-,,GRCh37
cg03978961,7,109186249,-,,GRCh37
cg03979378,7,1749674,+,ELFN1,GRCh37
cg03979532,7,100610403,-,,GRCh37
cg03980072,7,156112798,-,,GRCh37
cg03980715,7,1130187,-,GPER;C7orf50;GPER;C7orf50;C7orf50;GPER,GRCh37
cg03981954,7,121942010,-,FEZF1;FEZF1,GRCh37
cg03982016,7,149738501,+,,GRCh37
cg03982074,7,100612875,-,MUC12,GRCh37
cg03982150,7,753007,+,PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B;PRKAR1B,GRCh37
cg03982801,7,27168688,-,HOXA4,GRCh37
cg03983213,7,157475737,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg03983364,7,101272096,+,MYL10,GRCh37
cg03983543,7,48075787,+,C7orf57,GRCh37
cg03984677,7,6307766,-,CYTH3,GRCh37
cg03985360,7,13960140,+,ETV1;ETV1;ETV1;ETV1;ETV1;ETV1;ETV1,GRCh37
cg03985727,7,15727525,+,MEOX2,GRCh37
cg03986017,7,124898559,-,,GRCh37
cg03987115,7,27212870,-,HOXA10;HOXA10,GRCh37
cg03987573,7,74019174,+,,GRCh37
cg03990903,7,44789118,+,ZMIZ2,GRCh37
cg03991188,7,98870835,+,MYH16,GRCh37
cg03991477,7,44181092,+,MYL7,GRCh37
cg03993154,7,122794551,-,SLC13A1,GRCh37
cg03994184,7,1714969,+,,GRCh37
cg03995434,7,141395853,-,KIAA1147,GRCh37
cg03995555,7,121651992,-,PTPRZ1,GRCh37
cg03995857,7,24796553,-,DFNA5;DFNA5;DFNA5,GRCh37
cg03995966,7,25219874,-,C7orf31,GRCh37
cg03996020,7,157180124,-,DNAJB6,GRCh37
cg03997145,7,104619961,-,,GRCh37
cg03998173,7,151217580,-,RHEB,GRCh37
cg04002480,7,100218081,+,TFR2,GRCh37
cg04004787,7,27286234,-,,GRCh37
cg04005938,7,148334417,-,,GRCh37
cg04006984,7,129154227,+,,GRCh37
cg04007350,7,158263221,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04007890,7,976706,-,ADAP1,GRCh37
cg04008542,7,139416554,-,HIPK2;HIPK2,GRCh37
cg04008703,7,27280585,+,,GRCh37
cg04008901,7,82072779,-,CACNA2D1;CACNA2D1,GRCh37
cg04009429,7,100883125,+,FIS1,GRCh37
cg04010165,7,97910878,+,BRI3;BRI3,GRCh37
cg04010684,7,94284411,-,SGCE;SGCE;PEG10;SGCE;PEG10,GRCh37
cg04011062,7,142724374,-,OR9A2,GRCh37
cg04011182,7,32110239,+,PDE1C,GRCh37
cg04012319,7,134249871,-,AKR1B15,GRCh37
cg04012523,7,134667479,+,,GRCh37
cg04016086,7,51384609,+,COBL,GRCh37
cg04016765,7,97558753,-,,GRCh37
cg04017836,7,65315216,-,,GRCh37
cg04018023,7,47616088,-,,GRCh37
cg04020066,7,28220514,+,JAZF1,GRCh37
cg04021363,7,55393220,+,,GRCh37
cg04021544,7,2705189,-,,GRCh37
cg04023439,7,154690004,-,,GRCh37
cg04023663,7,7031200,-,,GRCh37
cg04023717,7,99463886,-,CYP3A43;CYP3A43;CYP3A43,GRCh37
cg04023936,7,56066988,-,GBAS,GRCh37
cg04024095,7,54610139,+,VSTM2A;VSTM2A,GRCh37
cg04024417,7,96294348,+,,GRCh37
cg04024839,7,99613205,-,ZKSCAN1,GRCh37
cg04024904,7,28429348,+,CREB5,GRCh37
cg04025244,7,32766748,-,LOC441208,GRCh37
cg04025307,7,1156635,+,C7orf50;C7orf50;C7orf50,GRCh37
cg04025965,7,150779110,+,FASTK;TMUB1;TMUB1;FASTK,GRCh37
cg04027736,7,27143403,-,HOXA2,GRCh37
cg04028315,7,21467710,+,SP4;SP4,GRCh37
cg04028541,7,48071778,+,,GRCh37
cg04028634,7,45613825,-,ADCY1,GRCh37
cg04029027,7,130125811,+,MEST,GRCh37
cg04031134,7,98630788,-,SMURF1;SMURF1,GRCh37
cg04033650,7,72722679,+,NSUN5;NSUN5;NSUN5;NSUN5,GRCh37
cg04034967,7,1309108,+,,GRCh37
cg04035048,7,70231181,+,AUTS2;AUTS2,GRCh37
cg04036714,7,102789509,+,NAPEPLD;NAPEPLD;NAPEPLD;NAPEPLD,GRCh37
cg04037707,7,154704915,+,,GRCh37
cg04037970,7,54955965,+,,GRCh37
cg04038179,7,127806902,-,,GRCh37
cg04038678,7,139025835,+,C7orf55,GRCh37
cg04038724,7,87834949,-,SRI;SRI,GRCh37
cg04039957,7,143013207,-,CLCN1,GRCh37
cg04043591,7,19155806,+,TWIST1,GRCh37
cg04044561,7,100303839,-,POP7;POP7,GRCh37
cg04049637,7,56296570,+,,GRCh37
cg04055847,7,100487800,-,UFSP1;ACHE;ACHE,GRCh37
cg04058237,7,156337107,-,,GRCh37
cg04058799,7,151547969,+,PRKAG2,GRCh37
cg04059454,7,4253955,-,SDK1;SDK1,GRCh37
cg04059568,7,157486012,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04061225,7,55000577,+,,GRCh37
cg04062190,7,86413438,-,GRM3,GRCh37
cg04062303,7,97162175,+,,GRCh37
cg04062468,7,32719333,-,,GRCh37
cg04063230,7,157179830,-,DNAJB6,GRCh37
cg04063906,7,588539,-,,GRCh37
cg04064611,7,72298987,+,SBDSP;SBDSP;SBDSP;TYW1B;SBDSP;TYW1B,GRCh37
cg04064631,7,66856380,+,,GRCh37
cg04064735,7,158330926,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04065210,7,35074628,-,DPY19L1,GRCh37
cg04066147,7,77854601,-,MAGI2,GRCh37
cg04070140,7,65604635,-,CRCP;CRCP;CRCP;CRCP;CRCP,GRCh37
cg04070188,7,89809444,+,,GRCh37
cg04071779,7,30517627,-,NOD1,GRCh37
cg04073061,7,65447384,-,GUSB,GRCh37
cg04073257,7,27190558,-,,GRCh37
cg04074157,7,101986487,-,SPDYE6,GRCh37
cg04074766,7,100861094,-,ZNHIT1;ZNHIT1;PLOD3,GRCh37
cg04075230,7,97600632,-,MGC72080,GRCh37
cg04075546,7,54143022,-,,GRCh37
cg04075986,7,19182334,+,,GRCh37
cg04077069,7,151217159,+,RHEB,GRCh37
cg04077417,7,48676611,+,ABCA13,GRCh37
cg04078658,7,2054064,+,MAD1L1;MAD1L1;MAD1L1,GRCh37
cg04079248,7,12726310,-,ARL4A;ARL4A;ARL4A,GRCh37
cg04080282,7,95026106,-,PON3,GRCh37
cg04080994,7,1388288,-,,GRCh37
cg04082769,7,1351539,+,,GRCh37
cg04083208,7,157463692,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04083575,7,153748818,-,DPP6;DPP6,GRCh37
cg04083712,7,99156968,+,ZNF655;ZNF655;ZNF655;ZNF655;ZNF655;ZNF655;ZNF655;ZNF655,GRCh37
cg04084157,7,100809049,+,VGF,GRCh37
cg04084883,7,862518,+,UNC84A;UNC84A,GRCh37
cg04085025,7,30029442,+,SCRN1;SCRN1;SCRN1;SCRN1,GRCh37
cg04085585,7,77648378,-,MAGI2,GRCh37
cg04086097,7,128580792,-,IRF5;IRF5;IRF5;IRF5;IRF5;IRF5;IRF5;IRF5,GRCh37
cg04086327,7,6200886,-,USP42,GRCh37
cg04086391,7,154684493,+,DPP6;DPP6;DPP6,GRCh37
cg04086442,7,113717123,+,,GRCh37
cg04087039,7,157697459,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04088697,7,96627050,+,DLX6AS,GRCh37
cg04088945,7,157090146,-,,GRCh37
cg04089246,7,47579217,-,TNS3,GRCh37
cg04089901,7,7557590,-,COL28A1,GRCh37
cg04090468,7,156181990,-,,GRCh37
cg04094829,7,101885409,+,CUX1;CUX1;CUX1,GRCh37
cg04095069,7,151064240,-,NUB1,GRCh37
cg04095257,7,1062669,+,C7orf50;MIR339;C7orf50;C7orf50,GRCh37
cg04096472,7,137687229,-,CREB3L2,GRCh37
cg04096735,7,2281774,+,NUDT1;NUDT1;NUDT1;NUDT1;NUDT1;FTSJ2;NUDT1;NUDT1,GRCh37
cg04098052,7,24517414,+,,GRCh37
cg04099094,7,66093274,+,KCTD7;KCTD7,GRCh37
cg04099095,7,27278570,+,,GRCh37
cg04099158,7,40566521,+,C7orf10,GRCh37
cg04099454,7,87254300,-,ABCB1,GRCh37
cg04101342,7,1909417,+,MAD1L1;MAD1L1;MAD1L1,GRCh37
cg04102854,7,130005852,-,CPA5;CPA5;CPA5,GRCh37
cg04102894,7,1000210,+,,GRCh37
cg04102916,7,73604525,-,EIF4H;MIR590;EIF4H,GRCh37
cg04104329,7,39681794,+,RALA,GRCh37
cg04105014,7,105753547,-,SYPL1;SYPL1,GRCh37
cg04105416,7,4911051,+,RADIL,GRCh37
cg04106190,7,120964168,+,WNT16,GRCh37
cg04106201,7,39332739,-,POU6F2;POU6F2,GRCh37
cg04106584,7,6099037,+,EIF2AK1;EIF2AK1,GRCh37
cg04106894,7,157786157,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04107525,7,47989123,-,PKD1L1,GRCh37
cg04107539,7,86970843,+,TP53TG1,GRCh37
cg04107994,7,6209931,-,CYTH3,GRCh37
cg04108240,7,23572665,-,TRA2A,GRCh37
cg04109092,7,2647852,-,IQCE;IQCE,GRCh37
cg04109655,7,2114887,+,MAD1L1;MAD1L1;MAD1L1,GRCh37
cg04109704,7,76017316,+,,GRCh37
cg04109768,7,148982618,+,ZNF783,GRCh37
cg04109941,7,4153732,-,SDK1,GRCh37
cg04111071,7,19813299,-,TMEM196,GRCh37
cg04111992,7,158790115,+,,GRCh37
cg04114276,7,93611274,+,,GRCh37
cg04115680,7,75889229,-,SRRM3,GRCh37
cg04116217,7,55223664,+,EGFR;EGFR;EGFR;EGFR,GRCh37
cg04116766,7,1283255,-,,GRCh37
cg04118234,7,138790441,-,ZC3HAV1;ZC3HAV1,GRCh37
cg04118437,7,55931777,-,SEPT14,GRCh37
cg04119805,7,99102391,+,ZKSCAN5;ZKSCAN5,GRCh37
cg04120578,7,100304340,+,POP7,GRCh37
cg04124378,7,17964548,-,SNX13,GRCh37
cg04125062,7,47306001,+,,GRCh37
cg04125460,7,12778078,-,,GRCh37
cg04126760,7,132299570,+,PLXNA4,GRCh37
cg04127606,7,157353097,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04127867,7,156781786,+,,GRCh37
cg04130127,7,138088756,-,,GRCh37
cg04130408,7,73703236,+,CLIP2;CLIP2,GRCh37
cg04131010,7,2287330,-,NUDT1;NUDT1;NUDT1;NUDT1;NUDT1;NUDT1;NUDT1,GRCh37
cg04131524,7,42275813,-,GLI3,GRCh37
cg04132407,7,130626376,+,,GRCh37
cg04132649,7,97867978,-,TECPR1,GRCh37
cg04132809,7,158749204,+,,GRCh37
cg04134217,7,94537875,+,PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A,GRCh37
cg04134305,7,156433520,-,C7orf13;RNF32,GRCh37
cg04134859,7,73097692,+,DNAJC30;WBSCR22,GRCh37
cg04135434,7,157640163,-,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04136149,7,37488936,-,ELMO1,GRCh37
cg04136259,7,1581522,-,MAFK,GRCh37
cg04136699,7,157414339,+,PTPRN2;PTPRN2;PTPRN2,GRCh37
cg04136922,7,99745383,-,C7orf59,GRCh37
cg04137564,7,66022277,+,LOC493754,GRCh37
cg04138378,7,95849192,-,MIR591;SLC25A13;SLC25A13;SLC25A13,GRCh37
cg04138591,7,4347982,+,,GRCh37
cg04141610,7,558976,+,PDGFA;PDGFA;PDGFA;PDGFA,GRCh37
cg04141788,7,43731989,-,C7orf44,GRCh37
cg04141948,7,1023156,+,CYP2W1,GRCh37
cg04142661,7,29496926,-,CHN2,GRCh37
cg04144218,7,69559531,-,AUTS2;AUTS2;AUTS2,GRCh37
cg04144226,7,119912636,+,KCND2,GRCh37
cg04144768,7,50628154,-,DDC;DDC,GRCh37
cg04148584,7,107643946,+,LAMB1,GRCh37
cg04149039,7,155249019,+,,GRCh37
cg04149603,7,4945896,-,MMD2;MMD2,GRCh37
